1480694172 797125 0 0 0 0 0
1480861930 797127 0 0 0 0 0
1480862344 797135 0 0 0 0 0
1480862616 797139 0 0 0 0 0
1480868100 797146 0 0 0 0 0
1480868231 797155 0 0 0 0 0
1480868413 797156 0 0 0 0 0
1480870559 797156 1 0 0 0 0
1480872612 797252 1 0 0 0 0
1480873696 797288 1 0 0 0 0
1480873715 797288 1 0 0 0 0
1480874055 797292 1 0 0 0 0
1480874594 797293 1 0 0 0 0
1483119438 797408 1 0 0 0 0
1483185846 797497 1 0 0 0 0
1483192308 797648 1 0 0 0 0
1483192385 797667 1 0 0 0 0
1483448182 797770 1 0 0 0 0
1483463618 797817 1 0 0 0 0
1484148381 798929 1 0 0 0 0
1484152968 798981 1 0 0 0 0
1484226945 798981 2134 0 0 0 0
1484226952 798981 2134 0 0 0 0
1484300695 798981 2134 0 0 0 0
1484300707 798981 2134 0 0 0 0
1484301384 798982 2134 0 0 0 0
1484301475 798983 2134 0 0 0 0
1484301847 798983 2134 0 1 0 0
1484320731 798983 2357 0 1 0 0
1484325093 799473 2357 0 1 0 0
1484422623 799473 2357 0 1 0 0
1484481194 799474 2357 0 1 0 0
1484493855 799968 2357 0 1 0 0
1484674493 800317 2357 0 1 0 0
1484676519 800317 2357 0 112 0 0
1484678401 800317 2357 0 112 0 0
1484678491 800317 2357 0 113 0 0
1484680307 800317 2357 0 152 0 0
1484753638 800437 2357 0 152 0 0
1484753847 800520 2357 0 152 0 0
1484753977 800522 2357 0 152 0 0
1484763438 800699 2357 0 152 0 0
1484835690 800948 2357 0 152 0 0
1484836883 800954 2357 0 152 0 0
1484838067 801122 2357 0 152 0 0
1484840911 801157 2357 0 152 0 0
1484841952 801207 2357 0 152 0 0
1484842708 801207 2519 0 152 0 0
1484842716 801207 2519 0 152 0 0
1484844319 801207 2519 0 310 0 0
1484852416 801214 2519 0 310 0 0
1484852424 801214 2519 0 310 0 0
1484852595 801214 2519 0 500 0 0
1484852612 801214 2519 0 500 0 0
1484997060 801259 2519 0 500 0 0
1484997213 801259 2519 0 500 0 0
1485025505 801429 2519 0 500 0 0
1485167683 801429 2519 1 500 0 0
